Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,0.69312304,8.664734299516908,-0.27515575,3.6439071603162607,3.6439071603162607,1.0
20000,0.677642,9.835319609967497,0.21493106,4.22567714358461,4.22567714358461,1.0
30000,0.62589526,11.406211180124224,0.7110038,5.005080540974935,5.005080540974935,1.0
40000,0.5059241,15.116129032258064,1.2192132,6.855806445306348,6.855806445306348,1.0
50000,0.43216553,18.42135922330097,1.748849,8.491279080279114,8.491279080279114,1.0
60000,0.3706936,22.171296296296298,2.220171,10.383758690130406,10.383758690130406,1.0
70000,0.32457376,26.185286103542236,2.5408843,12.407336950140154,12.407336950140154,1.0
80000,0.28635493,28.91616766467066,2.9675677,13.7032934100685,13.7032934100685,1.0
90000,0.2550661,33.98251748251748,3.2835956,16.348251752920085,16.348251752920085,1.0
100000,0.23049708,36.52238805970149,3.7176094,17.5464419512713,17.5464419512713,1.0
110000,0.21730092,35.52788104089219,3.975256,17.134074107805887,17.134074107805887,1.0
120000,0.2012859,40.80497925311203,4.1006675,19.726141077848887,19.726141077848887,1.0
130000,0.18380743,41.44255319148936,4.295763,20.000425526689977,20.000425526689977,1.0
140000,0.17557159,42.02991452991453,4.50208,20.238888919353485,20.238888919353485,1.0
150000,0.17083952,42.39301310043668,4.6964774,20.55021649470061,20.55021649470061,1.0
160000,0.15692833,45.02304147465438,4.8454885,21.819354875021816,21.819354875021816,1.0
170000,0.15271223,42.41150442477876,5.059749,20.600884937343345,20.600884937343345,1.0
180000,0.140178,49.855,5.1622477,24.23250004440546,24.23250004440546,1.0
190000,0.13636969,47.95566502463054,5.400115,23.241666689222935,23.241666689222935,1.0
200000,0.13156585,50.91005291005291,5.695283,24.767195753319555,24.767195753319555,1.0
210000,0.12737738,54.61081081081081,5.7298098,26.56557373987521,26.56557373987521,1.0
220000,0.12032456,55.76571428571429,6.084059,27.24689271894552,27.24689271894552,1.0
230000,0.118958995,51.096774193548384,6.2367244,24.89037435163151,24.89037435163151,1.0
240000,0.11435085,56.23163841807909,6.470562,27.62471909770805,27.62471909770805,1.0
250000,0.11703173,56.005714285714284,6.758582,27.29252874097605,27.29252874097605,1.0
260000,0.10661756,55.47398843930636,6.9611707,27.06321839594293,27.06321839594293,1.0
270000,0.10434351,56.94886363636363,7.245268,27.68587573941818,27.68587573941818,1.0
280000,0.10396859,58.285714285714285,7.393034,28.43846156963935,28.43846156963935,1.0
290000,0.10010403,57.49700598802395,7.81502,28.149397599409863,28.149397599409863,1.0
300000,0.09673995,59.15204678362573,7.85725,28.640350909609545,28.640350909609545,1.0
310000,0.09379758,59.10843373493976,8.123379,28.27999999920527,28.27999999920527,1.0
320000,0.09238382,62.503184713375795,8.353268,31.257232715123855,31.257232715123855,1.0
330000,0.091995925,61.886792452830186,8.459659,30.29685535408416,30.29685535408416,1.0
340000,0.08993373,58.50909090909091,8.686567,28.520606044566993,28.520606044566993,1.0
350000,0.08021999,64.9673202614379,8.855503,31.770779275274897,31.770779275274897,1.0
360000,0.082294755,63.15483870967742,9.108066,30.9194805273762,30.9194805273762,1.0
370000,0.08040386,69.05555555555556,9.094757,33.98461542137853,33.98461542137853,1.0
380000,0.078281924,62.651898734177216,9.383691,30.28269233764746,30.28269233764746,1.0
390000,0.07457335,65.42953020134229,9.483093,32.16601304174249,32.16601304174249,1.0
400000,0.07479573,63.437086092715234,9.6932125,30.751655678875398,30.751655678875398,1.0
410000,0.075221755,61.49044585987261,9.848707,30.2288461403969,30.2288461403969,1.0
420000,0.0716203,68.50340136054422,9.983181,33.457718145527295,33.457718145527295,1.0
430000,0.0764899,68.09285714285714,10.273745,33.96760560928936,33.96760560928936,1.0
440000,0.071975246,66.58,10.384407,32.657046982505975,32.657046982505975,1.0
450000,0.0703235,68.33571428571429,10.422035,33.31276591957038,33.31276591957038,1.0
460000,0.071107015,65.49358974358974,10.613956,32.138461499260025,32.138461499260025,1.0
470000,0.07008607,68.41666666666667,10.834524,33.727777778688406,33.727777778688406,1.0
480000,0.07040069,71.05109489051095,10.924561,34.74087597375369,34.74087597375369,1.0
490000,0.070816,69.93571428571428,11.1013155,34.029285696148875,34.029285696148875,1.0
500000,0.066758685,72.47368421052632,11.307654,35.484962444108234,35.484962444108234,1.0
510000,0.070779204,71.69064748201438,11.287957,35.35785706426416,35.35785706426416,1.0
520000,0.0672812,67.04109589041096,11.431476,32.830137022145806,32.830137022145806,1.0
530000,0.06887474,67.92,11.650511,32.94093962683774,32.94093962683774,1.0
540000,0.062975794,70.2919708029197,11.947005,34.795652176590934,34.795652176590934,1.0
